"","ID","Treatment","Date","Year","N","YrCol","Time","Family","count"
"180","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Scirtidae",0
"181","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Coccinellidae",0
"182","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Lampyridae",0
"183","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chrysomelidae",0
"184","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Nitidulidae",0
"185","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Anthicidae.Larvae",0
"186","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Coccinellidae.Larvae",0
"187","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Erotylidae.Larvae",0
"188","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Collembola",0
"189","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Cecidomyiidae",0
"190","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Sciaridae",0
"191","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Scatopsidae",0
"192","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Phoridae",0
"193","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ceratopogonidae",7
"194","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chironomidae",17
"195","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Culicidae",0
"196","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chaoboridae",0
"197","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Dolichopodidae",5
"198","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Empididae",0
"199","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Psychodidae",0
"200","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ephydridae",0
"201","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Carnidae",1
"202","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Sciomyzidae",0
"203","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ulidiidae",0
"204","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chloropidae",1
"205","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Agromyzidae",0
"206","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Drosophilidae",0
"207","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Muscidae",0
"208","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Anthomyiidae",0
"209","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Calliphoridae",0
"210","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Stratiomyidae",0
"211","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Tabanidae",0
"212","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Tipulidae",0
"213","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Dixidae",0
"214","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Syrphidae",0
"215","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Caenidae",0
"216","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Pteromalidae",0
"217","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Eulophidae",15
"218","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Aphelinidae",0
"219","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ceraphronidae",0
"220","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Scelionidae",0
"221","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Platygastridae",0
"222","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Braconidae",0
"223","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ichneumonidae",0
"224","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Pompilidae",0
"225","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Formicidae",0
"226","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Diapriidae",0
"227","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Sphecidae",0
"228","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Crabronidae",0
"229","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Eurytomidae",0
"230","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Mymaridae",0
"231","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Encyrtidae",0
"232","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Halictidae",0
"233","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Aphididae",0
"234","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Cicadellidae",0
"235","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Anthocoridae",0
"236","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Miridae",0
"237","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Hemerobiidae",0
"238","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Libellulidae",0
"239","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Lestidae",0
"240","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Coenagrionidae",0
"241","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Thysanoptera",0
"242","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Hydroptilidae",2
"243","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Leptoceridae",1
"244","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Molannidae",0
"245","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Polycentropodidae",0
"246","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Phryganeidae",0
"247","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Limnephilidae",0
"248","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Psocoptera",0
"249","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Cosmopterigidae",0
"250","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Gracillariidae",0
"251","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Noctuidae",0
"252","IN3","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Crambidae",0
"253","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Araneae",0
"254","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Acari",4
"255","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Curculionidae",1
"256","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Staphylinidae",0
"257","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Carabidae",1
"258","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Anthicidae",0
"259","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Throscidae",0
"260","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Erotylidae",2
"261","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Cryptophagidae",0
"262","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Latridiidae",0
"263","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Phalacridae",0
"264","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Scirtidae",0
"265","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Coccinellidae",1
"266","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Lampyridae",0
"267","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chrysomelidae",0
"268","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Nitidulidae",0
"269","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Anthicidae.Larvae",0
"270","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Coccinellidae.Larvae",0
"271","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Erotylidae.Larvae",0
"272","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Collembola",0
"273","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Cecidomyiidae",0
"274","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Sciaridae",0
"275","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Scatopsidae",0
"276","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Phoridae",0
"277","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ceratopogonidae",4
"278","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chironomidae",227
"279","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Culicidae",0
"280","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Chaoboridae",0
"281","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Dolichopodidae",3
"282","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Empididae",0
"283","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Psychodidae",0
"284","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ephydridae",4
"285","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Carnidae",1
"286","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Sciomyzidae",0
"287","IN5","Invaded","19-Jun-17",2017,"Col._1","2017Col._1",30,"Ulidiidae",1
