"","Araneae","Acari","Curculionidae","Staphylinidae","Anthicidae","Erotylidae","Cryptophagidae","Latridiidae","Coccinellidae","Lampyridae","Chrysomelidae","Nitidulidae","Coccinellidae.Larvae","Erotylidae.Larvae","Collembola","Cecidomyiidae","Phoridae","Ceratopogonidae","Chironomidae","Culicidae","Chaoboridae","Dolichopodidae","Empididae","Psychodidae","Ephydridae","Carnidae","Sciomyzidae","Ulidiidae","Chloropidae","Agromyzidae","Drosophilidae","Muscidae","Anthomyiidae","Calliphoridae","Stratiomyidae","Tabanidae","Tipulidae","Dixidae","Syrphidae","Caenidae","Pteromalidae","Eulophidae","Aphelinidae","Ceraphronidae","Scelionidae","Platygastridae","Braconidae","Ichneumonidae","Formicidae","Diapriidae","Sphecidae","Crabronidae","Mymaridae","Aphididae","Cicadellidae","Anthocoridae","Miridae","Hemerobiidae","Libellulidae","Lestidae","Coenagrionidae","Thysanoptera","Hydroptilidae","Leptoceridae","Molannidae","Polycentropodidae","Phryganeidae","Limnephilidae","Psocoptera","Cosmopterigidae","Gracillariidae","Noctuidae","Crambidae"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253378378378378,0.170930865541644,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.00649350649350649,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0620577027762656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"13",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020141535111595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0.0303030303030303,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146978769733261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11377245508982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658682634730539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.051948051948052,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0.000844594594594595,0.0195971692977681,0,0,0.636363636363636,0,0,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.051948051948052,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609689711486119,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.0468154599891127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.200326619488296,0,0,0.636363636363636,0,0,0.107142857142857,0.666666666666667,0,0,0,0,1,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190528034839412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.12987012987013,0.0303030303030303,1,1,0.25,0,0,0,0,0,0
"22",0.028169014084507,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.00675675675675676,0.0146978769733261,0.0185185185185185,0,0,0,0,0.0714285714285714,0,0,0,0,0,0.333333333333333,0,0,0,0.0666666666666667,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0.4,0,0,0,0,0,0,0.00173310225303293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.00435492651061513,0.0185185185185185,0,0.0909090909090909,0,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.179640718562874,0,0,0,0,0,0.0357142857142857,0,0,0,0.2,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.5,0,0,0,0,0,0.0588235294117647,0,0.0606060606060606,0.142857142857143,0,0,0,0,0,0,0,0
"25",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337837837837838,0.0293957539466521,0.0185185185185185,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.0384615384615385,0,0.279220779220779,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.5,0,0,0,0,0,0.176470588235294,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"26",0.0704225352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595,0.0212302667392488,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.0194805194805195,0,0,0.0909090909090909,0,0.2,0,0,0,0,0,0,0.000866551126516464,0,0,0.25,0.5,0,0,0,0,0,0.0909090909090909,0,0.2,0.25,0,0,0,0,0,0
"27",0.028169014084507,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.00707675557974959,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163309744148067,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.0544365813826892,0,0,0,0,0,0.107142857142857,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0
"30",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440936309199782,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.0194805194805195,0,0,0,0,0,0,0,0,0,0,0,0.000866551126516464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108873162765378,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"32",0.225352112676056,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0.000844594594594595,0.00272182906913446,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324675324675325,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,1,0,0,0,0,0.0588235294117647,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"33",0.140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489929232444202,0.0555555555555556,0,0,0,0,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.012987012987013,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0.00346620450606586,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595,0.0065323897659227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974025974026,0.0909090909090909,0,0,0,0,0,0,0,0,0
"35",0.0845070422535211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157866086009799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271638541099619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974025974026,0.0909090909090909,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0135135135135135,0.88786064235166,0,0,0,0,0,0.0357142857142857,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000866551126516464,0,0,0,0,0,0.5,0,0.0588235294117647,0,0.515151515151515,0,0,0,0,0,0,0,0,0
"38",0.0140845070422535,0.0689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595,0.0669569951007077,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0666666666666667,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.878787878787879,0,0,0,0,0,0,0,0,0
"39",0,0.0689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114861186717474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0.5,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0,0,0,0,0,0
"40",0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707675557974959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0
"41",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642351660315732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0.112676056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595,0.0315732172019597,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0
"43",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115405552531301,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.0649350649350649,0,0,0,0,0,0,0,0,0,0
"44",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119760479041916,0,0,0.0909090909090909,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234077299945563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146978769733261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326619488296135,0.0185185185185185,0,0.0909090909090909,0,0.5,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544365813826892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974025974026,0.0606060606060606,0,1,0,0,0,0,0,0,0
"49",0.0140845070422535,0,0,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0.00337837837837838,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.25,0.37012987012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595,0.00108873162765378,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",0.028169014084507,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.00253378378378378,0.0898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0454545454545455,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.0779220779220779,0,0,0,0,0,0,0,0,0,0
"52",0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217746325530757,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266233766233766,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",0.0704225352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.0321175830157866,0,0,0.363636363636364,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0
"54",0.112676056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020141535111595,0,0,0.454545454545455,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0.0140845070422535,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.0114316820903647,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0
"56",0.211267605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.0430048992923244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0
"57",0.0140845070422535,0.241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517147523135547,0.0185185185185185,0,0.0909090909090909,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.125,0,0,0,0.00649350649350649,0,0.666666666666667,0.0909090909090909,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0.028169014084507,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.025040827436037,0.037037037037037,0,0.454545454545455,0,0,0.107142857142857,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,1,0.714285714285714,0,0.0277777777777778,0.0588235294117647,0,0,0,0,0,0,0.0701754385964912,0,0,0,0
"59",0.0140845070422535,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.00108873162765378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",0.028169014084507,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0,0.000844594594594595,0.0168753402286336,0.0185185185185185,0,1,0,0,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.5,0.5,0,0,0.0589254766031196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707675557974959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0
"62",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141535111594992,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.224823081110506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.00649350649350649,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0,0.272727272727273,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135002721829069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0.025974025974026,0.393939393939394,0,0,0,0,0,0,0,0,0
"65",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396959459459459,0.128470332063146,0,0,0,0,0,0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038961038961039,0.0303030303030303,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577027762656505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.0244964616222101,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0.181818181818182,0,0,0,0,0,0,0,0,0
"68",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.0642351660315732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0
