"","Araneae","Acari","Curculionidae","Staphylinidae","Anthicidae","Erotylidae","Cryptophagidae","Latridiidae","Coccinellidae","Lampyridae","Coccinellidae.Larvae","Erotylidae.Larvae","Collembola","Cecidomyiidae","Phoridae","Ceratopogonidae","Chironomidae","Culicidae","Chaoboridae","Dolichopodidae","Ephydridae","Carnidae","Sciomyzidae","Chloropidae","Agromyzidae","Muscidae","Anthomyiidae","Stratiomyidae","Tabanidae","Tipulidae","Dixidae","Syrphidae","Caenidae","Pteromalidae","Eulophidae","Aphelinidae","Ceraphronidae","Scelionidae","Braconidae","Ichneumonidae","Diapriidae","Sphecidae","Crabronidae","Mymaridae","Aphididae","Cicadellidae","Anthocoridae","Miridae","Hemerobiidae","Libellulidae","Lestidae","Coenagrionidae","Thysanoptera","Hydroptilidae","Leptoceridae","Polycentropodidae","Phryganeidae","Psocoptera","Cosmopterigidae","Gracillariidae","Noctuidae","Crambidae"
"11",0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.409090909090909,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600484261501211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.025974025974026,0.590909090909091,0,0,0,0,0,0,0
"13",0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038961038961039,0.0454545454545455,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256658595641647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.108958837772397,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0.272727272727273,0,0,0,0,0,0,0
"16",0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0
"17",0.0666666666666667,0.428571428571429,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.198547215496368,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974025974026,0,0,0.25,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314769975786925,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,1,1,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.012987012987013,0.0909090909090909,0,0,0,0,0,0,0
"20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.234866828087167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508474576271186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.00484261501210654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0
"23",0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.0460048426150121,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0169491525423729,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0.5,0,0,0,0,0.00259965337954939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184019370460048,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.025974025974026,0,0,0,0,0.375,0,0,0
"27",0.133333333333333,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.00726392251815981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
"28",0.2,0,0,0,1,0.2,0,0,0,0,0,1,1,1,0,0,0.152542372881356,0,0,0,0.363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0
"29",0.2,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.0121065375302663,0.342857142857143,0,0,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666666666667,0.0666666666666667,0,0,0,0,0.117647058823529,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171912832929782,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
"31",0,0,0,0,0,0.4,0,0,0.5,0,0,0,0,1,1,0,0.416464891041162,0.0571428571428571,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00259965337954939,0.0333333333333333,0,0,0,0.6,0.5,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,0
"32",0.0666666666666667,0,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0.101694915254237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.0909090909090909,0,0,0.117647058823529,0,0,0,0
"33",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944309927360775,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0666666666666667,0,0,0.0909090909090909,0,0,0,0,0,0,0
"34",0.2,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0.0145278450363196,0.0285714285714286,0,0,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.2,0,0.133333333333333,0,0,0.0909090909090909,0,0,1,0,0,0,0
"35",0.4,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0.227602905569007,0.114285714285714,0,0,0.636363636363636,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.266666666666667,0,0,0,0,0,0.235294117647059,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.0387409200968523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051948051948052,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446809,0.0387409200968523,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0
"38",0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446809,0.375302663438257,0,0,0,0.363636363636364,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0666666666666667,1,0.136363636363636,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.232445520581114,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484261501210654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0649350649350649,0,0,0,0,0,0,0,0
"41",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506053268765133,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.142857142857143,0.181818181818182,0,0,0,0,0,0,0
"42",0.2,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.0212765957446809,0.728813559322034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.133333333333333,0,0.318181818181818,0,1,0,0,0,0,1
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222760290556901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.012987012987013,1,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968523002421307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0
"45",0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242130750605327,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0.5,0.5,1,1,0,1,0,0,0.212765957446809,0.828087167070218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,1,0,0,0,0,0,0.0666666666666667,0,0,0.0454545454545455,0,0,0,0,0,0,1
"47",0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0.174334140435835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,1,0,0,0,0.0454545454545455,0,0,0,0,0,0,0
"48",0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026634382566586,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121065375302663,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0.5,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0.0338983050847458,0,0,0,0.0909090909090909,0,0,0,1,0,0,0,0,0,0,0,0.0769230769230769,0,0,1,0,0,0,0,0,0,0,0,0.0155979202772964,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"51",0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382566585956416,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0666666666666667,0,0,1,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.191283292978208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.136363636363636,1,0,0,0,0,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338983050847458,0.228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0.470588235294118,1,0,1,0
"54",0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242130750605327,0.171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.012987012987013,0,0,0,0.529411764705882,0,0,0,0
