"","Araneae","Acari","Anthicidae","Erotylidae","Latridiidae","Coccinellidae","Lampyridae","Chrysomelidae","Coccinellidae.Larvae","Erotylidae.Larvae","Collembola","Cecidomyiidae","Phoridae","Ceratopogonidae","Chironomidae","Culicidae","Chaoboridae","Dolichopodidae","Empididae","Ephydridae","Carnidae","Sciomyzidae","Chloropidae","Muscidae","Calliphoridae","Stratiomyidae","Tabanidae","Tipulidae","Dixidae","Syrphidae","Caenidae","Pteromalidae","Eulophidae","Aphelinidae","Ceraphronidae","Scelionidae","Platygastridae","Braconidae","Ichneumonidae","Formicidae","Diapriidae","Sphecidae","Crabronidae","Mymaridae","Aphididae","Cicadellidae","Anthocoridae","Miridae","Libellulidae","Lestidae","Coenagrionidae","Thysanoptera","Hydroptilidae","Leptoceridae","Molannidae","Polycentropodidae","Phryganeidae","Psocoptera","Cosmopterigidae","Gracillariidae","Noctuidae","Crambidae"
"31",0.112676056338028,0,0,0,0,0.6,0,0,0,0,0,0.5,1,0,0.230769230769231,1,1,0,0,0.0357142857142857,0,0,0,0,0,0,0,0.444444444444444,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.285714285714286,1,1,0,0,0.3,0,0,1,0.12280701754386,0.03125,0,0,0
"32",0.0985915492957746,0,0,0.333333333333333,1,0,0.2,0,0.2,0,0,0,0,0,0.085972850678733,0.0925925925925926,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0.125,0,0.111111111111111,0,0,0,0,0.0175438596491228,0,0,0,0
"33",0.183098591549296,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.0316742081447964,0,0,0,0,0.0357142857142857,0,0,0,0.5,0,0,0.533333333333333,0,0,0,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.2,0,0,0,0,0.03125,0,0,0
"34",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904977375565611,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.147058823529412,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0.625,0,1,0.3,0,0,0,0,0,0,0,1
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.138009049773756,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0.2,0.111111111111111,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180995475113122,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0.0909090909090909
"38",0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857143,0.248868778280543,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127551020408163,0,0,0,0,0,0.125,0,0.0555555555555556,0.1,0,0,0,0,0,0,0,0
"39",0.197183098591549,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.0746606334841629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0.0185185185185185,0.1,0,0,0,0,0,0,0,0
"40",0.0422535211267606,0,0.5,0,0,0,0,0,0,0,0,0,0,0.214285714285714,0.0384615384615385,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0.111111111111111,0.0555555555555556,0.5,0,0,0,0,0,0,0,0
"41",0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0
"42",0.507042253521127,0,0,0,0.5,0.2,0,0,0.2,0,0,0,0,0,0.0610859728506787,0,0,0,0,0.107142857142857,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0.12962962962963,0.1,0,1,0,0,0,0,0,0
"43",0.0563380281690141,0,0,0,0,1,0.4,0,0,0,0,0,0,0.0714285714285714,0.828054298642534,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127551020408163,0.0357142857142857,0,0,0,0,0,0.111111111111111,0,0,0,0,0.5,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.0542986425339367,0,0,0.125,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0076530612244898,0.0357142857142857,0,0,0.142857142857143,0,0,0.111111111111111,0,0,0,0,0,0,0,0,1,0
"45",0.0140845070422535,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0.0714285714285714,0.0452488687782805,0,0,0,0,0.0714285714285714,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.666666666666667,0,0,0,0,0,0,1,0,1,0.678571428571429,0,0,0,0,0,1,0.0185185185185185,0,0,0,0,0,0,0,0,0.0909090909090909
"46",0.028169014084507,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0769230769230769,0,0,0,0,0,0.333333333333333,0.5,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0038265306122449,0.107142857142857,1,0,0,0,0,0.111111111111111,0,0.1,0,0,0,0,0,0,0,0
"47",1,0,0,0,0,0,0.4,0,0,0,0,0,0,0.142857142857143,0.0452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344387755102041,0,0,0,0.142857142857143,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.0656108597285068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0.5,0,0,0,0,0
"49",0.0704225352112676,0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0.0927601809954751,0.537037037037037,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,1,0,0,0.5,0,0,0,0.2,0,0,0,0.175438596491228,1,0,0,0
"50",0.0140845070422535,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.00226244343891403,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.087719298245614,0.03125,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158371040723982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
