"","ID","Treatment","Date","Year","N","YrCol","NMDS1","NMDS2","NMDS3"
"31","IN7","Invaded","23-Jul-18",2018,"Col._6","2018Col._6",0.0481647107755865,0.139356213507552,-0.0477967593881864
"32","IN8","Invaded","23-Jul-18",2018,"Col._6","2018Col._6",-0.0166647823294518,0.0451470098966159,0.107568758555915
"33","INOW","Invaded","23-Jul-18",2018,"Col._6","2018Col._6",-0.0432358899975767,-0.091565007374509,0.0809285277698084
"34","RES1","Treated","23-Jul-18",2018,"Col._6","2018Col._6",-0.0764295332928883,-0.195255461529159,0.147912309578408
"35","RES2","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.05665425341501,-0.049749879959926,0.105943593625778
"36","RES3","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.178666384124447,-0.0439710156302676,-0.0878144702617338
"37","RES4","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.0275352990390147,-0.241090540979523,0.0328204891378028
"38","RES5","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.0926954302350383,-0.0789968546844632,0.0192334374810707
"39","RES6","Treated","23-Jul-18",2018,"Col._6","2018Col._6",-0.0260304241289961,-0.0527147435126015,-0.0588227848604975
"40","RES7","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.036811047491928,-0.0666273179139851,0.0611384495596773
"41","RES8","Treated","23-Jul-18",2018,"Col._6","2018Col._6",-0.109088752571024,-0.175058769296162,-0.0119388094180492
"42","RESOW","Treated","23-Jul-18",2018,"Col._6","2018Col._6",0.0411777879345224,0.0285796150433756,0.134080102693418
"43","UNM1","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.118835959855401,0.0915313732070877,-0.0166210709640233
"44","UNM3","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.0351200865178711,0.064168409093595,-0.187897275019432
"45","UNM4","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",-0.00268626750616861,0.203892179614423,0.00519145348699708
"46","UNM5","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.0565746666703715,0.125866001268552,0.106622074741603
"47","UNM6","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.00602503305511788,0.0972214754688363,0.00450716087395012
"48","UNOW","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.114266708474206,-0.138350135665187,-0.091239685325762
"49","UNT1","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",0.052314267793606,0.181772329736134,0.0576078403168298
"50","UNT2","Uninvaded","23-Jul-18",2018,"Col._6","2018Col._6",-0.233869468673589,-0.000934853180713005,0.137770182689621
"51","UNM2","Uninvaded","23-Jul-18",2018,"Col.6","2018Col.6",0.106689069735355,-0.0213591564541334,-0.134764997459337
